stopA_id,stopB_id,lat_A,long_A,lat_B,long_B
S422,S14,5.69188,-0.287668,5.6877,-0.281836
S4221,S4222,5.54296,-0.226528,5.53753,-0.221834
S4222,S2668,5.53753,-0.221834,5.53833,-0.213022
S4224,S4225,5.53751,-0.210325,5.54093,-0.206825
S4225,S1166,5.54093,-0.206825,5.54397,-0.204498
S423,S14,5.68916,-0.284163,5.6877,-0.281836
S4230,S1777,5.55626,-0.208227,5.55536,-0.218708
S4232,S1668,5.55811,-0.223796,5.56039,-0.22768
S4254,T4255,5.6422,-0.164136,5.63648,-0.150743
S4261,S4263,5.52951,-0.269887,5.52925,-0.26405
S4261,S2288,5.52951,-0.269887,5.52727,-0.266436
S4261,S4317,5.52951,-0.269887,5.52907,-0.264223
S4263,S4265,5.52925,-0.26405,5.53856,-0.215235
S4265,S1313,5.53856,-0.215235,5.5448,-0.216699
S4268,S4269,5.54832,-0.218295,5.55022,-0.220306
S4269,T883,5.55022,-0.220306,5.54963,-0.217147
S427,S384,5.65714,-0.265024,5.63995,-0.243536
S4273,S2094,5.53449,-0.244497,5.53287,-0.246242
S4278,S4279,5.53102,-0.261413,5.52929,-0.264021
S4278,S2311,5.53102,-0.261413,5.52922,-0.264124
S4278,S4279,5.53102,-0.261413,5.52929,-0.264021
S4278,S4279,5.53102,-0.261413,5.52929,-0.264021
S4279,S4280,5.52929,-0.264021,5.52876,-0.264537
S4279,S2578,5.52929,-0.264021,5.52752,-0.266171
S4279,S2578,5.52929,-0.264021,5.52752,-0.266171
S4280,S2578,5.52876,-0.264537,5.52752,-0.266171
S4283,S4284,5.52826,-0.268384,5.52954,-0.269861
S4284,T4259,5.52954,-0.269861,5.5276,-0.273741
S4284,T4259,5.52954,-0.269861,5.5276,-0.273741
S4284,T4259,5.52954,-0.269861,5.5276,-0.273741
S4292,S3884,5.54826,-0.231169,5.55813,-0.23128
S4296,T1043,5.56751,-0.222912,5.56932,-0.215881
S43,S5610,5.5851,-0.231863,5.57755,-0.227661
S43,S44,5.5851,-0.231863,5.58109,-0.22985
S43,S1250,5.5851,-0.231863,5.58788,-0.226258
S43,T1492,5.5851,-0.231863,5.58404,-0.234068
S4300,S4301,5.5381,-0.239488,5.5352,-0.241969
S4301,S4302,5.5352,-0.241969,5.53267,-0.246244
S4302,S214,5.53267,-0.246244,5.53241,-0.250969
S431,T251,5.62122,-0.231483,5.62079,-0.225837
S431,T251,5.62122,-0.231483,5.62079,-0.225837
S431,T251,5.62122,-0.231483,5.62079,-0.225837
S4310,T4259,5.52842,-0.26857,5.5276,-0.273741
S4314,S4315,5.52901,-0.271622,5.52788,-0.267765
S4315,S2288,5.52788,-0.267765,5.52727,-0.266436
S4317,S4319,5.52907,-0.264223,5.54108,-0.239353
S4317,S1164,5.52907,-0.264223,5.53359,-0.211741
S4319,S4320,5.54108,-0.239353,5.55152,-0.240265
S4319,S4958,5.54108,-0.239353,5.55792,-0.231257
S4320,S4322,5.55152,-0.240265,5.55778,-0.239874
S4322,S4323,5.55778,-0.239874,5.56138,-0.238771
S4323,T75,5.56138,-0.238771,5.56507,-0.235921
S4329,S4330,5.53216,-0.248303,5.53239,-0.250942
S4330,S2096,5.53239,-0.250942,5.53194,-0.254053
S4333,S4278,5.53193,-0.254102,5.53102,-0.261413
S4346,S4261,5.52948,-0.27016,5.52951,-0.269887
S4352,S1166,5.5401,-0.207545,5.54397,-0.204498
S436,S437,5.63483,-0.240074,5.62372,-0.240716
S436,S694,5.63483,-0.240074,5.63772,-0.241751
S436,S5063,5.63483,-0.240074,5.64268,-0.238304
S4360,S4361,5.53387,-0.237301,5.53223,-0.248283
S4361,S214,5.53223,-0.248283,5.53241,-0.250969
S437,S438,5.62372,-0.240716,5.62239,-0.242477
S4373,S4374,5.58239,-0.235185,5.57959,-0.234307
S4374,S1297,5.57959,-0.234307,5.56641,-0.233892
S4378,T132,5.58024,-0.234719,5.58467,-0.235117
S4378,S4397,5.58024,-0.234719,5.58244,-0.235191
S438,S440,5.62239,-0.242477,5.62511,-0.242989
S4382,S4383,5.58007,-0.234684,5.57881,-0.234544
S4383,S4384,5.57881,-0.234544,5.57411,-0.23619
S4384,S4386,5.57411,-0.23619,5.57176,-0.235529
S4386,S4388,5.57176,-0.235529,5.56867,-0.237085
S4388,T75,5.56867,-0.237085,5.56507,-0.235921
S4393,S4394,5.57536,-0.236369,5.57797,-0.235465
S4394,S4395,5.57797,-0.235465,5.57915,-0.234042
S4395,S4378,5.57915,-0.234042,5.58024,-0.234719
S4397,S4398,5.58244,-0.235191,5.58406,-0.23633
S4398,T132,5.58406,-0.23633,5.58467,-0.235117
S44,S46,5.58109,-0.22985,5.57573,-0.229199
S44,T1492,5.58109,-0.22985,5.58404,-0.234068
S440,S441,5.62511,-0.242989,5.62559,-0.245805
S4402,T1206,5.5626,-0.200692,5.56959,-0.216475
S4408,S4409,5.5731,-0.1923,5.56702,-0.182548
S4409,S4410,5.56702,-0.182548,5.56508,-0.182008
S4409,S4410,5.56702,-0.182548,5.56508,-0.182008
S441,S442,5.62559,-0.245805,5.62686,-0.246218
S4410,S4411,5.56508,-0.182008,5.56324,-0.18225
S4410,T1442,5.56508,-0.182008,5.55346,-0.184181
S4411,S4412,5.56324,-0.18225,5.55355,-0.181416
S4412,T1442,5.55355,-0.181416,5.55346,-0.184181
S4416,S4417,5.57285,-0.191286,5.57347,-0.192593
S4417,S3649,5.57347,-0.192593,5.57203,-0.205867
S442,S443,5.62686,-0.246218,5.62658,-0.250584
S4421,S4422,5.57124,-0.21008,5.57045,-0.213778
S4422,T75,5.57045,-0.213778,5.56507,-0.235921
S4427,S4409,5.57373,-0.197689,5.56702,-0.182548
S443,S444,5.62658,-0.250584,5.62729,-0.252223
S4437,S4438,5.56612,-0.181032,5.56805,-0.180698
S4438,S1568,5.56805,-0.180698,5.60639,-0.1774
S444,S445,5.62729,-0.252223,5.62814,-0.261461
S4446,S4447,5.65666,-0.179631,5.66279,-0.177888
S4447,S278,5.66279,-0.177888,5.66794,-0.176689
S445,S446,5.62814,-0.261461,5.63097,-0.265197
S446,S447,5.63097,-0.265197,5.63095,-0.267035
S4463,S4465,5.59813,-0.179567,5.59108,-0.181058
S4465,S4466,5.59108,-0.181058,5.5885,-0.179574
S4466,S4467,5.5885,-0.179574,5.58483,-0.176261
S4467,S4468,5.58483,-0.176261,5.57992,-0.175422
S4468,S4469,5.57992,-0.175422,5.57184,-0.180035
S4469,S4470,5.57184,-0.180035,5.56804,-0.180859
S447,T448,5.63095,-0.267035,5.63116,-0.268825
S4470,S1188,5.56804,-0.180859,5.56585,-0.18116
S4478,T1442,5.55495,-0.183343,5.55346,-0.184181
S4482,S4483,5.56253,-0.201466,5.55935,-0.205427
S4483,S206,5.55935,-0.205427,5.55201,-0.210928
S4488,S4489,5.56654,-0.211819,5.59015,-0.207681
S4489,S2199,5.59015,-0.207681,5.58951,-0.207453
S4499,S4501,5.53568,-0.229003,5.53537,-0.230442
S4501,S927,5.53537,-0.230442,5.53367,-0.238041
S4501,S4769,5.53537,-0.230442,5.53482,-0.232887
S4506,S1000,5.53454,-0.242366,5.53417,-0.235723
S4506,S2600,5.53454,-0.242366,5.5379,-0.239831
S451,S453,5.62809,-0.261642,5.62709,-0.257408
S451,T0,5.62809,-0.261642,5.6074,-0.247032
S451,S5779,5.62809,-0.261642,5.62116,-0.262662
S4511,S4512,5.53792,-0.218006,5.53895,-0.213043
S4512,T1146,5.53895,-0.213043,5.54146,-0.209251
S4512,T4557,5.53895,-0.213043,5.54016,-0.209948
S4516,S2371,5.55853,-0.256477,5.5669,-0.258246
S4525,S4526,5.54758,-0.198998,5.55489,-0.170582
S4526,S4527,5.55489,-0.170582,5.55544,-0.169099
S4527,T4528,5.55544,-0.169099,5.55989,-0.157934
S453,S455,5.62709,-0.257408,5.62749,-0.249401
S4531,T3099,5.54638,-0.202178,5.54566,-0.207564
S4536,T768,5.59894,-0.113254,5.60217,-0.0792741
S4540,S4541,5.59112,-0.093712,5.58851,-0.09788
S4541,S4543,5.58851,-0.09788,5.5848,-0.10285
S4543,S4544,5.5848,-0.10285,5.55083,-0.181868
S4544,S4545,5.55083,-0.181868,5.54432,-0.206495
S4545,T3099,5.54432,-0.206495,5.54566,-0.207564
S4545,T3099,5.54432,-0.206495,5.54566,-0.207564
S455,S456,5.62749,-0.249401,5.62859,-0.247426
S4552,S4553,5.55335,-0.184592,5.54974,-0.189568
S4553,S4554,5.54974,-0.189568,5.5442,-0.20442
S4554,S4545,5.5442,-0.20442,5.54432,-0.206495
S4554,T244,5.5442,-0.20442,5.54863,-0.201709
S4554,T244,5.5442,-0.20442,5.54863,-0.201709
S4554,T244,5.5442,-0.20442,5.54863,-0.201709
S4554,T244,5.5442,-0.20442,5.54863,-0.201709
S4559,S4560,5.52957,-0.226672,5.52769,-0.235613
S4559,S4797,5.52957,-0.226672,5.52879,-0.230494
S456,S457,5.62859,-0.247426,5.62502,-0.245709
S4560,S4561,5.52769,-0.235613,5.52746,-0.237062
S4561,S4562,5.52746,-0.237062,5.5272,-0.239151
S4562,S4564,5.5272,-0.239151,5.52698,-0.241806
S4562,S4564,5.5272,-0.239151,5.52698,-0.241806
S4564,S4565,5.52698,-0.241806,5.52667,-0.247164
S4564,S890,5.52698,-0.241806,5.52687,-0.243834
S4564,S890,5.52698,-0.241806,5.52687,-0.243834
S4565,T4566,5.52667,-0.247164,5.52898,-0.247001
S4569,S1320,5.52702,-0.241896,5.52758,-0.236279
S457,S458,5.62502,-0.245709,5.62232,-0.242315
S4572,S4573,5.53001,-0.224566,5.53358,-0.211805
S4573,T4557,5.53358,-0.211805,5.54016,-0.209948
S4573,S4786,5.53358,-0.211805,5.53853,-0.208804
S4573,S4816,5.53358,-0.211805,5.53743,-0.210029
S4577,S4578,5.53203,-0.217135,5.53005,-0.224266
S4577,S4559,5.53203,-0.217135,5.52957,-0.226672
S4578,S4579,5.53005,-0.224266,5.52776,-0.233285
S4579,S4580,5.52776,-0.233285,5.52775,-0.235686
S458,S431,5.62232,-0.242315,5.62122,-0.231483
S4580,S4581,5.52775,-0.235686,5.52699,-0.241721
S4580,S4562,5.52775,-0.235686,5.5272,-0.239151
S4581,S4582,5.52699,-0.241721,5.52663,-0.245948
S4582,T893,5.52663,-0.245948,5.52619,-0.250591
S4589,T4557,5.53002,-0.224221,5.54016,-0.209948
S4596,T4598,5.54811,-0.240268,5.54674,-0.246571
S46,S47,5.57573,-0.229199,5.57423,-0.230747
S4601,T4557,5.54576,-0.240267,5.54016,-0.209948
S4625,S4626,5.52556,-0.258865,5.52226,-0.261997
S4626,S4627,5.52226,-0.261997,5.52137,-0.263751
S4626,S2289,5.52226,-0.261997,5.52897,-0.264425
S4627,S4628,5.52137,-0.263751,5.52112,-0.265103
S4628,S4626,5.52112,-0.265103,5.52226,-0.261997
S4635,S981,5.53686,-0.223365,5.54106,-0.215389
S4635,S1313,5.53686,-0.223365,5.5448,-0.216699
S4638,S4639,5.54776,-0.217777,5.55026,-0.220246
S4638,T54,5.54776,-0.217777,5.5516,-0.219885
S4639,T54,5.55026,-0.220246,5.5516,-0.219885
S4643,S4644,5.53033,-0.253793,5.52778,-0.254772
S4644,S4645,5.52778,-0.254772,5.52688,-0.25465
S4645,S4646,5.52688,-0.25465,5.52578,-0.254564
S4646,T4623,5.52578,-0.254564,5.52523,-0.256774
S465,S5283,5.59884,-0.224234,5.58807,-0.21801
S465,S466,5.59884,-0.224234,5.59127,-0.216939
S465,S1530,5.59884,-0.224234,5.6006,-0.238944
S465,T0,5.59884,-0.224234,5.6074,-0.247032
S4658,S2468,5.53865,-0.238875,5.54131,-0.239364
S466,S467,5.59127,-0.216939,5.59597,-0.216901
S466,S1643,5.59127,-0.216939,5.5953,-0.216836
S466,T3711,5.59127,-0.216939,5.59283,-0.219888
S4661,S4662,5.54322,-0.241526,5.54289,-0.244937
S4662,S4663,5.54289,-0.244937,5.54278,-0.246678
S4663,S4664,5.54278,-0.246678,5.54285,-0.248565
S4663,S4686,5.54278,-0.246678,5.54288,-0.248567
S4664,S4665,5.54285,-0.248565,5.54419,-0.24897
S4665,S4666,5.54419,-0.24897,5.54523,-0.249007
S4665,S4689,5.54419,-0.24897,5.54527,-0.250312
S4666,T2431,5.54523,-0.249007,5.54518,-0.252092
S467,S468,5.59597,-0.216901,5.59869,-0.216915
S4670,S4671,5.54526,-0.249433,5.54516,-0.249017
S4671,S4672,5.54516,-0.249017,5.54295,-0.244713
S4672,S4673,5.54295,-0.244713,5.54332,-0.240124
S4673,S4674,5.54332,-0.240124,5.53998,-0.239128
S4674,S4675,5.53998,-0.239128,5.53428,-0.237663
S4675,S914,5.53428,-0.237663,5.53613,-0.226771
S4675,S4771,5.53428,-0.237663,5.53422,-0.235497
S468,T470,5.59869,-0.216915,5.59591,-0.209171
S468,S1051,5.59869,-0.216915,5.5984,-0.212234
S468,S3708,5.59869,-0.216915,5.59482,-0.216783
S4683,S4684,5.54321,-0.241543,5.54307,-0.243278
S4684,S4663,5.54307,-0.243278,5.54278,-0.246678
S4686,S4665,5.54288,-0.248567,5.54419,-0.24897
S4689,T2431,5.54527,-0.250312,5.54518,-0.252092
S4694,S4696,5.55453,-0.24741,5.55884,-0.245801
S4696,S1110,5.55884,-0.245801,5.55636,-0.235831
S4699,S2136,5.55586,-0.233351,5.5554,-0.226142
S47,S5613,5.57423,-0.230747,5.57213,-0.230981
S47,S49,5.57423,-0.230747,5.57339,-0.231368
S4701,S4702,5.55251,-0.222917,5.55093,-0.221172
S4702,S4703,5.55093,-0.221172,5.54792,-0.217943
S4703,T1081,5.54792,-0.217943,5.54539,-0.215964
S4707,S4708,5.5523,-0.235088,5.55305,-0.237284
S4708,S2583,5.55305,-0.237284,5.55348,-0.240148
S4710,S4711,5.5554,-0.244373,5.55552,-0.247164
S4711,S4712,5.55552,-0.247164,5.5507,-0.247258
S4711,S4734,5.55552,-0.247164,5.55336,-0.247991
S4712,S4713,5.5507,-0.247258,5.55059,-0.24919
S4712,S2437,5.5507,-0.247258,5.54825,-0.240152
S4713,S4714,5.55059,-0.24919,5.55239,-0.251108
S4714,S4739,5.55239,-0.251108,5.54998,-0.255062
S4714,S5117,5.55239,-0.251108,5.55253,-0.249695
S4718,S4719,5.55052,-0.248811,5.56904,-0.216813
S4719,S4083,5.56904,-0.216813,5.57437,-0.200753
S4727,S4729,5.55566,-0.232402,5.55612,-0.235563
S4729,S4731,5.55612,-0.235563,5.5561,-0.242669
S4731,S4711,5.5561,-0.242669,5.55552,-0.247164
S4734,S4735,5.55336,-0.247991,5.55281,-0.249736
S4735,S4714,5.55281,-0.249736,5.55239,-0.251108
S4739,T4715,5.54998,-0.255062,5.54954,-0.2574
S4743,S4744,5.58205,-0.248004,5.59104,-0.252252
S4744,S1992,5.59104,-0.252252,5.5935,-0.252231
S4747,S4749,5.60379,-0.258063,5.62149,-0.26274
S4749,S3171,5.62149,-0.26274,5.6223,-0.261728
S475,S243,5.6091,-0.226693,5.61653,-0.229452
S4756,S4758,5.58856,-0.251118,5.58199,-0.243086
S4758,S1239,5.58199,-0.243086,5.57149,-0.238426
S4760,T75,5.57046,-0.237585,5.56507,-0.235921
S4764,S914,5.54136,-0.212193,5.53613,-0.226771
S4769,S4771,5.53482,-0.232887,5.53422,-0.235497
S4771,S4772,5.53422,-0.235497,5.5337,-0.237949
S4771,T2497,5.53422,-0.235497,5.53665,-0.230805
S4772,S4773,5.5337,-0.237949,5.53428,-0.240846
S4773,S928,5.53428,-0.240846,5.53505,-0.243597
S4784,S4573,5.53668,-0.221662,5.53358,-0.211805
S4786,S4554,5.53853,-0.208804,5.5442,-0.20442
S4786,S4554,5.53853,-0.208804,5.5442,-0.20442
S4792,S885,5.53729,-0.212636,5.53636,-0.213683
S4797,S4580,5.52879,-0.230494,5.52775,-0.235686
S480,S5044,5.60948,-0.238154,5.60884,-0.241008
S480,S482,5.60948,-0.238154,5.60802,-0.245941
S480,S482,5.60948,-0.238154,5.60802,-0.245941
S480,S853,5.60948,-0.238154,5.60769,-0.246312
S4806,T893,5.52635,-0.249096,5.52619,-0.250591
S4810,S896,5.52633,-0.249648,5.52659,-0.246067
S4813,S1320,5.52745,-0.237008,5.52758,-0.236279
S4815,S4816,5.5298,-0.225399,5.53743,-0.210029
S4816,S4817,5.53743,-0.210029,5.53859,-0.208767
S4816,T3099,5.53743,-0.210029,5.54566,-0.207564
S4816,S4786,5.53743,-0.210029,5.53853,-0.208804
S4817,S4554,5.53859,-0.208767,5.5442,-0.20442
S482,T0,5.60802,-0.245941,5.6074,-0.247032
S482,S853,5.60802,-0.245941,5.60769,-0.246312
S482,S3725,5.60802,-0.245941,5.61598,-0.248462
S482,S3748,5.60802,-0.245941,5.60667,-0.249549
S4822,S4823,5.55195,-0.233692,5.55286,-0.236936
S4823,S4824,5.55286,-0.236936,5.55375,-0.240174
S4824,S4825,5.55375,-0.240174,5.55568,-0.247187
S4825,S2401,5.55568,-0.247187,5.55347,-0.24754
S4831,S2437,5.55089,-0.245974,5.54825,-0.240152
S4834,S937,5.53437,-0.2378,5.53619,-0.226506
S4840,S4841,5.56012,-0.155392,5.56138,-0.153146
S4841,S4842,5.56138,-0.153146,5.56342,-0.152562
S4842,S4843,5.56342,-0.152562,5.5642,-0.151429
S4843,S4844,5.5642,-0.151429,5.56492,-0.150944
S4844,S4845,5.56492,-0.150944,5.56732,-0.149415
S4845,T4847,5.56732,-0.149415,5.56911,-0.148074
S4850,S4851,5.56773,-0.149198,5.56151,-0.152856
S4851,S4852,5.56151,-0.152856,5.56054,-0.154897
S4852,S4853,5.56054,-0.154897,5.55974,-0.157739
S4853,S4855,5.55974,-0.157739,5.55731,-0.165013
S4855,S4856,5.55731,-0.165013,5.55299,-0.176464
S4856,S4857,5.55299,-0.176464,5.55204,-0.179053
S4857,S4858,5.55204,-0.179053,5.55081,-0.182597
S4858,T244,5.55081,-0.182597,5.54863,-0.201709
S486,T0,5.60912,-0.238147,5.6074,-0.247032
S486,S487,5.60912,-0.238147,5.61069,-0.232868
S486,S5721,5.60912,-0.238147,5.6086,-0.24265
S486,S2356,5.60912,-0.238147,5.61053,-0.233933
S486,S487,5.60912,-0.238147,5.61069,-0.232868
S4863,S2666,5.54077,-0.215158,5.53822,-0.217458
S4869,S991,5.53883,-0.246567,5.53561,-0.246314
S487,S243,5.61069,-0.232868,5.61653,-0.229452
S487,S1331,5.61069,-0.232868,5.60938,-0.210393
S4870,S4869,5.53983,-0.251367,5.53883,-0.246567
S4870,S4871,5.53983,-0.251367,5.54189,-0.254842
S4870,S4956,5.53983,-0.251367,5.53903,-0.24723
S4871,T4872,5.54189,-0.254842,5.54384,-0.259145
S4875,S4876,5.54175,-0.254857,5.54092,-0.253389
S4876,S934,5.54092,-0.253389,5.53569,-0.246252
S4884,S4870,5.54216,-0.255507,5.53983,-0.251367
S4895,S2468,5.54703,-0.239522,5.54131,-0.239364
S4897,S4898,5.54114,-0.24367,5.53939,-0.244656
S4898,S1845,5.53939,-0.244656,5.53888,-0.248294
S49,S50,5.57339,-0.231368,5.56604,-0.233767
S4900,T4715,5.53997,-0.251507,5.54954,-0.2574
S4900,S4922,5.53997,-0.251507,5.54185,-0.254933
S4900,S4922,5.53997,-0.251507,5.54185,-0.254933
S4904,S4906,5.5391,-0.247424,5.53701,-0.238415
S4906,S915,5.53701,-0.238415,5.53474,-0.232905
S4911,T1081,5.54321,-0.216043,5.54539,-0.215964
S4915,S1000,5.53527,-0.23085,5.53417,-0.235723
S4917,S998,5.53459,-0.242188,5.53505,-0.243684
S4922,S4924,5.54185,-0.254933,5.54683,-0.254105
S4922,S4943,5.54185,-0.254933,5.54428,-0.254176
S4922,S4944,5.54185,-0.254933,5.54572,-0.254153
S4924,T4715,5.54683,-0.254105,5.54954,-0.2574
S4924,S4947,5.54683,-0.254105,5.54698,-0.255262
S4924,S4947,5.54683,-0.254105,5.54698,-0.255262
S4929,S4931,5.55023,-0.254437,5.55256,-0.25026
S493,S494,5.63891,-0.209038,5.6413,-0.205381
S4931,S4932,5.55256,-0.25026,5.55061,-0.249292
S4932,T75,5.55061,-0.249292,5.56507,-0.235921
S4932,S5112,5.55061,-0.249292,5.55278,-0.249792
S494,S495,5.6413,-0.205381,5.64377,-0.185832
S494,S512,5.6413,-0.205381,5.64263,-0.189874
S4943,S4944,5.54428,-0.254176,5.54572,-0.254153
S4944,S4924,5.54572,-0.254153,5.54683,-0.254105
S4944,S4924,5.54572,-0.254153,5.54683,-0.254105
S4947,S4948,5.54698,-0.255262,5.54957,-0.255197
S4947,S4948,5.54698,-0.255262,5.54957,-0.255197
S4948,T4715,5.54957,-0.255197,5.54954,-0.2574
S4948,T4715,5.54957,-0.255197,5.54954,-0.2574
S495,T497,5.64377,-0.185832,5.64911,-0.179331
S4952,S4953,5.54517,-0.255496,5.54263,-0.2564
S4953,S4954,5.54263,-0.2564,5.54135,-0.254121
S4954,S4870,5.54135,-0.254121,5.53983,-0.251367
S4956,S4319,5.53903,-0.24723,5.54108,-0.239353
S4958,S4960,5.55792,-0.231257,5.5685,-0.219617
S4960,T1206,5.5685,-0.219617,5.56959,-0.216475
S4964,S4965,5.54729,-0.23339,5.5471,-0.236366
S4965,S4966,5.5471,-0.236366,5.54712,-0.238397
S4966,S4967,5.54712,-0.238397,5.54187,-0.23956
S4967,S4968,5.54187,-0.23956,5.53994,-0.242945
S4968,S4900,5.53994,-0.242945,5.53997,-0.251507
S4988,S2474,5.53331,-0.24276,5.53078,-0.242442
S4993,T894,5.52639,-0.248989,5.52624,-0.250577
S5,S6,5.64126,-0.330172,5.65788,-0.325033
S50,S51,5.56604,-0.233767,5.56506,-0.233454
S500,S501,5.64023,-0.183388,5.64376,-0.186121
S5004,S4190,5.56573,-0.288866,5.54748,-0.338928
S5007,S99,5.54685,-0.382532,5.5392,-0.398675
S5007,S100,5.54685,-0.382532,5.53851,-0.400462
S501,S503,5.64376,-0.186121,5.64124,-0.205467
S5014,S5016,5.53567,-0.410819,5.53912,-0.398004
S5016,S5018,5.53912,-0.398004,5.55225,-0.358021
S5018,S5020,5.55225,-0.358021,5.5561,-0.302582
S5020,S1768,5.5561,-0.302582,5.56922,-0.286072
S5022,S1772,5.57387,-0.27717,5.58,-0.263932
S5028,S2641,5.5468,-0.240135,5.53673,-0.238448
S503,S504,5.64124,-0.205467,5.63739,-0.213178
S503,S522,5.64124,-0.205467,5.63505,-0.215015
S503,S3294,5.64124,-0.205467,5.64291,-0.189679
S504,S505,5.63739,-0.213178,5.62281,-0.219142
S504,S543,5.63739,-0.213178,5.63474,-0.215243
S504,S306,5.63739,-0.213178,5.62707,-0.218873
S504,S684,5.63739,-0.213178,5.61279,-0.226945
S5044,S5047,5.60884,-0.241008,5.5973,-0.253847
S5047,S5048,5.5973,-0.253847,5.59748,-0.250333
S5048,S5049,5.59748,-0.250333,5.58905,-0.251216
S5049,T118,5.58905,-0.251216,5.58776,-0.251448
S505,T251,5.62281,-0.219142,5.62079,-0.225837
S5053,S5054,5.59074,-0.252158,5.60278,-0.256238
S5054,S3040,5.60278,-0.256238,5.6065,-0.24909
S5063,S5064,5.64268,-0.238304,5.65176,-0.237397
S5063,S3284,5.64268,-0.238304,5.6437,-0.237885
S5064,S5065,5.65176,-0.237397,5.65806,-0.237397
S5064,T5241,5.65176,-0.237397,5.66086,-0.237406
S5065,S5067,5.65806,-0.237397,5.66708,-0.239125
S5067,S5069,5.66708,-0.239125,5.6819,-0.239871
S5069,S5070,5.6819,-0.239871,5.68668,-0.231638
S5070,S5071,5.68668,-0.231638,5.68868,-0.231969
S5071,S5072,5.68868,-0.231969,5.69488,-0.235572
S5072,T5073,5.69488,-0.235572,5.70239,-0.235508
S5076,S5077,5.69035,-0.232126,5.66743,-0.238866
S5077,S5078,5.66743,-0.238866,5.65824,-0.23731
S5078,S5349,5.65824,-0.23731,5.65239,-0.237462
S5078,S5079,5.65824,-0.23731,5.63367,-0.239109
S5079,T251,5.63367,-0.239109,5.62079,-0.225837
S5083,S5084,5.56616,-0.247727,5.56737,-0.249656
S5084,S3341,5.56737,-0.249656,5.56861,-0.251482
S5088,S1792,5.56528,-0.26291,5.56466,-0.26796
S509,S3142,5.63742,-0.213015,5.63561,-0.215062
S509,S494,5.63742,-0.213015,5.6413,-0.205381
S509,S833,5.63742,-0.213015,5.65663,-0.207807
S5098,S5099,5.52813,-0.233658,5.52853,-0.231544
S5099,S5100,5.52853,-0.231544,5.5288,-0.230274
S51,S52,5.56506,-0.233454,5.55863,-0.229574
S5100,S5101,5.5288,-0.230274,5.52936,-0.227455
S5101,S5102,5.52936,-0.227455,5.52985,-0.225074
S5102,S4816,5.52985,-0.225074,5.53743,-0.210029
S5108,S5109,5.55558,-0.244187,5.55567,-0.247039
S5109,S2401,5.55567,-0.247039,5.55347,-0.24754
S5112,T4715,5.55278,-0.249792,5.54954,-0.2574
S5117,S5118,5.55253,-0.249695,5.55056,-0.249311
S5118,S4712,5.55056,-0.249311,5.5507,-0.247258
S512,S514,5.64263,-0.189874,5.64378,-0.185777
S5124,S5126,5.53682,-0.223647,5.53189,-0.217129
S5126,S4573,5.53189,-0.217129,5.53358,-0.211805
S5136,S2510,5.59067,-0.195921,5.58836,-0.196567
S5139,S5140,5.57298,-0.201804,5.57101,-0.210376
S514,S516,5.64378,-0.185777,5.63998,-0.183818
S5140,S5141,5.57101,-0.210376,5.57132,-0.213171
S5141,T1043,5.57132,-0.213171,5.56932,-0.215881
S5148,S3682,5.58095,-0.199031,5.58854,-0.19654
S5152,S1431,5.59389,-0.194791,5.57981,-0.233624
S516,S517,5.63998,-0.183818,5.64064,-0.179353
S5162,T679,5.68714,-0.029455,5.6869,-0.0323839
S5166,S4051,5.57175,-0.20707,5.57113,-0.210288
S517,S3271,5.64064,-0.179353,5.64374,-0.186226
S5172,S1734,5.61402,-0.27379,5.61686,-0.276219
S5178,S877,5.60918,-0.274823,5.59319,-0.268803
S5188,S5331,5.62656,-0.25068,5.63251,-0.243818
S5188,S5189,5.62656,-0.25068,5.63097,-0.252931
S5189,S5190,5.63097,-0.252931,5.64943,-0.252313
S5190,S5192,5.64943,-0.252313,5.65439,-0.260362
S5192,S5194,5.65439,-0.260362,5.67271,-0.271771
S5194,S415,5.67271,-0.271771,5.68773,-0.281729
S52,S53,5.55863,-0.229574,5.55574,-0.226609
S5202,S5203,5.68732,-0.281742,5.6689,-0.271105
S5203,S5204,5.6689,-0.271105,5.64176,-0.250608
S5203,S15,5.6689,-0.271105,5.65746,-0.265435
S5204,S5205,5.64176,-0.250608,5.62371,-0.248974
S5205,S5206,5.62371,-0.248974,5.62179,-0.250182
S5206,T0,5.62179,-0.250182,5.6074,-0.247032
S5210,S5211,5.60124,-0.261104,5.60801,-0.274835
S5211,S5213,5.60801,-0.274835,5.60824,-0.278843
S5213,S3061,5.60824,-0.278843,5.61184,-0.280033
S5218,S5219,5.60872,-0.279532,5.6082,-0.278538
S5219,S5220,5.6082,-0.278538,5.60785,-0.274634
S522,S523,5.63505,-0.215015,5.62711,-0.218937
S5220,S880,5.60785,-0.274634,5.60238,-0.258796
S5222,T0,5.60502,-0.252362,5.6074,-0.247032
S523,T251,5.62711,-0.218937,5.62079,-0.225837
S523,T251,5.62711,-0.218937,5.62079,-0.225837
S523,S819,5.62711,-0.218937,5.62706,-0.218973
S523,S2352,5.62711,-0.218937,5.62097,-0.226134
S5231,T0,5.60792,-0.246595,5.6074,-0.247032
S5246,S5249,5.6444,-0.237586,5.63935,-0.242562
S5246,S5382,5.6444,-0.237586,5.63458,-0.24056
S5246,S5249,5.6444,-0.237586,5.63935,-0.242562
S5246,S5248,5.6444,-0.237586,5.64369,-0.237909
