index,long_B,stopA_id,stopB_id,lat_A,long_A,lat_B,distance,time
1913,-0.181676,S3989,S3986,5.5596,-0.182212,5.5628,361,135
1914,-0.188654,S3989,S3990,5.5596,-0.182212,5.55009,1392,286
1915,-0.19468,S3990,S3991,5.55009,-0.188654,5.54881,710,88
1916,-0.201552,S3991,T2086,5.54881,-0.19468,5.54852,848,147
1917,-0.330172,S4,S5,5.62748,-0.31257,5.64126,3428,658
1918,-0.232349,S40,S41,5.59393,-0.233055,5.58929,667,122
1919,-0.196987,S4001,S4002,5.56419,-0.201408,5.57615,1531,150
1920,-0.198507,S4002,S4003,5.57615,-0.196987,5.57557,449,92
1921,-0.197891,S4003,S4004,5.57557,-0.198507,5.57996,558,103
1922,-0.198538,S4004,T136,5.57996,-0.197891,5.58137,265,82
1923,-0.150024,S4008,S4009,5.5575,-0.154307,5.55892,499,38
1924,-0.143517,S4009,S4010,5.55892,-0.150024,5.56289,863,84
1925,-0.130878,S4010,S4011,5.56289,-0.143517,5.58334,3426,369
1926,-0.122558,S4011,S4013,5.58334,-0.130878,5.59507,2548,313
1927,-0.11834,S4013,S4014,5.59507,-0.122558,5.59759,581,91
1928,-0.122776,S4014,S4015,5.59759,-0.11834,5.60839,1308,228
1929,-0.123673,S4015,S4016,5.60839,-0.122776,5.61198,412,60
1930,-0.124026,S4016,S4018,5.61198,-0.123673,5.61298,117,20
1931,-0.124894,S4018,T4020,5.61298,-0.124026,5.61722,502,112
1932,-0.221493,S402,S403,5.65518,-0.224114,5.65596,303,79
1933,-0.124582,S4023,S4024,5.61605,-0.124767,5.61517,100,18
1934,-0.155132,S4024,S4025,5.61517,-0.124582,5.55753,8741,1010
1935,-0.164829,S4025,S4026,5.55753,-0.155132,5.55729,1119,96
1936,-0.173599,S4026,S4027,5.55729,-0.164829,5.56297,1301,101
1937,-0.191142,S4027,S4029,5.56297,-0.173599,5.57258,2227,230
1938,-0.205816,S4027,S1613,5.56297,-0.173599,5.57205,3932,417
1939,-0.216475,S4027,T1206,5.56297,-0.173599,5.56959,7032,959
1940,-0.212357,S4029,S4030,5.57258,-0.191142,5.57041,2452,295
1941,-0.223156,S403,S405,5.65596,-0.221493,5.65329,545,102
1942,-0.214917,S4030,S4031,5.57041,-0.212357,5.56643,795,180
1943,-0.215881,S4031,T1043,5.56643,-0.214917,5.56932,2264,751
1944,-0.205749,S4035,S4036,5.55824,-0.205404,5.55993,192,19
1945,-0.211736,S4036,S4037,5.55993,-0.205749,5.57491,2253,413
1946,-0.206978,S4037,S4038,5.57491,-0.211736,5.58224,1609,361
1947,-0.206806,S4038,S4039,5.58224,-0.206978,5.58339,129,38
1948,-0.205928,S4041,S4042,5.56356,-0.201821,5.56153,1042,175
1949,-0.204963,S4042,S4043,5.56153,-0.205928,5.55403,991,149
1950,-0.201552,S4043,T2086,5.55403,-0.204963,5.54852,1040,282
1951,-0.0404766,S4047,T680,5.66201,-0.07208,5.68208,8655,907
1952,-0.217613,S405,S406,5.65329,-0.223156,5.63776,2304,352
1953,-0.213443,S4051,S4052,5.57113,-0.210288,5.57034,360,76
1954,-0.213443,S4051,S4052,5.57113,-0.210288,5.57034,360,76
1955,-0.216475,S4052,T1206,5.57034,-0.213443,5.56959,2239,412
1956,-0.218012,S4052,T1503,5.57034,-0.213443,5.56981,589,200
1957,-0.219746,S406,S408,5.63776,-0.217613,5.63008,1209,208
1958,-0.171054,S4062,S4063,5.70003,-0.171688,5.70556,628,91
1959,-0.167787,S4063,T288,5.70556,-0.171054,5.70447,1434,321
1960,-0.177077,S4067,S1581,5.68136,-0.171976,5.66816,1583,164
1961,-0.178143,S4069,S1585,5.64994,-0.1802,5.63984,1144,97
1962,-0.219211,S408,S410,5.63008,-0.219746,5.62273,916,154
1963,-0.200805,S4083,S4085,5.57437,-0.200753,5.57738,335,50
1964,-0.200566,S4083,S2508,5.57437,-0.200753,5.57817,444,77
1965,-0.197793,S4085,S4086,5.57738,-0.200805,5.58016,562,121
1966,-0.201804,S4085,S5139,5.57738,-0.200805,5.57298,569,93
1967,-0.198538,S4086,T136,5.58016,-0.197793,5.58137,240,77
1968,-0.216595,S4090,S4091,5.56763,-0.216526,5.56787,28,8
1969,-0.216871,S4091,S4092,5.56787,-0.216595,5.56818,62,20
1970,-0.217135,S4092,T4006,5.56818,-0.216871,5.56715,81,23
1971,-0.143213,S4096,S4097,5.55614,-0.168039,5.56327,3200,281
1972,-0.131921,S4097,S4098,5.56327,-0.143213,5.56633,1298,95
1973,-0.109799,S4098,S759,5.56633,-0.131921,5.57806,2878,178
1974,-0.231863,S41,S43,5.58929,-0.232349,5.5851,595,118
1975,-0.232945,S41,S42,5.58929,-0.232349,5.58754,276,48
1976,-0.22144,S410,S411,5.62273,-0.219211,5.62084,946,221
1977,-0.097328,S4101,S4102,5.58343,-0.104189,5.58874,966,162
1978,-0.097328,S4101,S4102,5.58343,-0.104189,5.58874,966,162
1979,-0.113254,S4101,S4536,5.58343,-0.104189,5.59894,2248,476
1980,-0.088998,S4102,S4104,5.58874,-0.097328,5.59382,1081,147
1981,-0.088998,S4102,S4104,5.58874,-0.097328,5.59382,1081,147
1982,-0.082133,S4102,S765,5.58874,-0.097328,5.59798,1971,288
1983,-0.087517,S4104,S5544,5.59382,-0.088998,5.59475,194,32
1984,-0.0859,S4104,S4105,5.59382,-0.088998,5.5957,402,64
1985,-0.082133,S4105,S765,5.5957,-0.0859,5.59798,488,78
1986,-0.225837,S411,T251,5.62084,-0.22144,5.62079,1001,198
1987,-0.217135,S4116,T4006,5.56663,-0.212562,5.56715,733,154
1988,-0.147723,S4120,S4121,5.56464,-0.216955,5.56042,9689,1128
1989,-0.107694,S4121,S4122,5.56042,-0.147723,5.58032,5116,372
1990,-0.104189,S4122,S4101,5.58032,-0.107694,5.58343,520,108
1991,-0.0792741,S4127,T768,5.60011,-0.080357,5.60217,258,75
1992,-0.097717,S4132,S4134,5.59359,-0.08941,5.58858,1075,180
1993,-0.098701,S4134,S4136,5.58858,-0.097717,5.58799,127,42
1994,-0.099842,S4136,S4137,5.58799,-0.098701,5.58732,146,27
1995,-0.105109,S4137,S773,5.58732,-0.099842,5.58278,771,221
1996,-0.281729,S414,S415,5.68398,-0.277106,5.68773,661,185
1997,-0.281729,S414,S415,5.68398,-0.277106,5.68773,661,185
1998,-0.281729,S414,S415,5.68398,-0.277106,5.68773,661,185
1999,-0.192217,S4145,S4146,5.57377,-0.193497,5.57312,159,16
2000,-0.192217,S4145,S4146,5.57377,-0.193497,5.57312,159,16
2001,-0.187247,S4146,S6012,5.57312,-0.192217,5.57038,629,64
2002,-0.172454,S4146,S4147,5.57312,-0.192217,5.56224,2506,254
2003,-0.145165,S4147,S4148,5.56224,-0.172454,5.56213,3924,329
2004,-0.109799,S4148,S759,5.56213,-0.145165,5.57806,4428,302
2005,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2006,-0.291895,S415,S629,5.68773,-0.281729,5.69832,1655,116
2007,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2008,-0.297498,S415,S630,5.68773,-0.281729,5.70462,2592,177
2009,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2010,-0.284219,S415,S582,5.68773,-0.281729,5.69232,595,115
2011,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2012,-0.282869,S415,S581,5.68773,-0.281729,5.69039,333,73
2013,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2014,-0.288572,S415,S417,5.68773,-0.281729,5.69305,961,72
2015,-0.106144,S4150,S4151,5.58361,-0.104988,5.58559,275,58
2016,-0.106608,S4151,S4152,5.58559,-0.106144,5.58744,214,42
2017,-0.111961,S4152,S4153,5.58744,-0.106608,5.59566,1239,257
2018,-0.115867,S4153,T4154,5.59566,-0.111961,5.60596,1227,234
2019,-0.173599,S4156,S4027,5.56315,-0.144141,5.56297,3799,290
2020,-0.226771,S4162,S914,5.53672,-0.223316,5.53613,388,63
2021,-0.226771,S4162,S914,5.53672,-0.223316,5.53613,388,63
2022,-0.226771,S4162,S914,5.53672,-0.223316,5.53613,388,63
2023,-0.216475,S4168,T1206,5.56836,-0.220293,5.56959,2695,546
2024,-0.297498,S417,S630,5.69305,-0.288572,5.70462,1631,104
2025,-0.297728,S417,S5368,5.69305,-0.288572,5.70596,1774,116
2026,-0.297498,S417,S630,5.69305,-0.288572,5.70462,1631,104
2027,-0.292166,S417,T418,5.69305,-0.288572,5.69842,1307,140
2028,-0.291895,S417,S629,5.69305,-0.288572,5.69832,694,44
2029,-0.291895,S417,S629,5.69305,-0.288572,5.69832,694,44
2030,-0.287434,S4172,S4173,5.58878,-0.28214,5.592,686,71
2031,-0.290684,S4173,T1896,5.592,-0.287434,5.5991,6487,1103
2032,-0.275573,S4177,S4179,5.59024,-0.284683,5.58273,10756,1103
2033,-0.269604,S4179,S3760,5.58273,-0.275573,5.58983,5458,788
2034,-0.2716,S4179,S5933,5.58273,-0.275573,5.58689,5064,740
2035,-0.263734,S4179,T1099,5.58273,-0.275573,5.58102,4938,579
2036,-0.298078,S4185,S4186,5.559,-0.295485,5.55798,1520,225
2037,-0.306814,S4186,S4187,5.55798,-0.298078,5.55493,1025,88
2038,-0.325133,S4187,S4188,5.55493,-0.306814,5.55289,2049,151
2039,-0.325133,S4187,S4188,5.55493,-0.306814,5.55289,2049,151
2040,-0.330625,S4188,S4189,5.55289,-0.325133,5.55085,658,61
2041,-0.330625,S4188,S4189,5.55289,-0.325133,5.55085,658,61
2042,-0.335596,S4189,S3565,5.55085,-0.330625,5.54899,598,65
2043,-0.338928,S4189,S4190,5.55085,-0.330625,5.54748,1017,109
2044,-0.338928,S4189,S4190,5.55085,-0.330625,5.54748,1017,109
2045,-0.341893,S4190,S5398,5.54748,-0.338928,5.54641,360,60
2046,-0.355686,S4190,S4191,5.54748,-0.338928,5.55103,1996,163
2047,-0.355686,S4190,S4191,5.54748,-0.338928,5.55103,1996,163
2048,-0.35876,S4190,S904,5.54748,-0.338928,5.55228,2363,186
2049,-0.38992,S4191,S4192,5.55103,-0.355686,5.54341,4016,298
2050,-0.38992,S4191,S4192,5.55103,-0.355686,5.54341,4016,298
2051,-0.398675,S4192,S99,5.54341,-0.38992,5.5392,1076,68
2052,-0.398675,S4192,S99,5.54341,-0.38992,5.5392,1076,68
2053,-0.231863,S42,S43,5.58754,-0.232945,5.5851,319,70
2054,-0.259686,S4201,S4202,5.58875,-0.26058,5.59113,284,64
2055,-0.259201,S4202,S4203,5.59113,-0.259686,5.59218,131,31
2056,-0.259363,S4203,T4204,5.59218,-0.259201,5.59548,428,124
2057,-0.26276,S4207,S4208,5.59245,-0.259306,5.58559,871,197
2058,-0.264521,S4208,S4209,5.58559,-0.26276,5.58376,372,76
2059,-0.263734,S4209,T1099,5.58376,-0.264521,5.58102,316,207
2060,-0.287668,S421,S422,5.69399,-0.289645,5.69188,320,21
2061,-0.281742,S422,S5202,5.69188,-0.287668,5.68732,828,74
2062,-0.284163,S422,S423,5.69188,-0.287668,5.68916,491,36
2063,-0.281836,S422,S14,5.69188,-0.287668,5.6877,5693,810
2064,-0.221834,S4221,S4222,5.54296,-0.226528,5.53753,833,64
2065,-0.213022,S4222,S2668,5.53753,-0.221834,5.53833,1111,237
2066,-0.206825,S4224,S4225,5.53751,-0.210325,5.54093,588,138
2067,-0.204498,S4225,S1166,5.54093,-0.206825,5.54397,426,59
2068,-0.281836,S423,S14,5.68916,-0.284163,5.6877,5202,775
2069,-0.218708,S4230,S1777,5.55626,-0.208227,5.55536,2307,416
2070,-0.22768,S4232,S1668,5.55811,-0.223796,5.56039,499,43
2071,-0.150743,S4254,T4255,5.6422,-0.164136,5.63648,2245,311
2072,-0.26405,S4261,S4263,5.52951,-0.269887,5.52925,837,236
2073,-0.266436,S4261,S2288,5.52951,-0.269887,5.52727,479,132
2074,-0.264223,S4261,S4317,5.52951,-0.269887,5.52907,810,231
2075,-0.215235,S4263,S4265,5.52925,-0.26405,5.53856,5722,990
2076,-0.216699,S4265,S1313,5.53856,-0.215235,5.5448,814,209
2077,-0.220306,S4268,S4269,5.54832,-0.218295,5.55022,307,79
2078,-0.217147,S4269,T883,5.55022,-0.220306,5.54963,469,104
2079,-0.243536,S427,S384,5.65714,-0.265024,5.63995,3103,223
2080,-0.246242,S4273,S2094,5.53449,-0.244497,5.53287,288,85
2081,-0.264021,S4278,S4279,5.53102,-0.261413,5.52929,348,83
2082,-0.264124,S4278,S2311,5.53102,-0.261413,5.52922,361,87
2083,-0.264021,S4278,S4279,5.53102,-0.261413,5.52929,348,83
2084,-0.264021,S4278,S4279,5.53102,-0.261413,5.52929,348,83
2085,-0.264537,S4279,S4280,5.52929,-0.264021,5.52876,95,37
2086,-0.266171,S4279,S2578,5.52929,-0.264021,5.52752,323,100
2087,-0.266171,S4279,S2578,5.52929,-0.264021,5.52752,323,100
2088,-0.266171,S4280,S2578,5.52876,-0.264537,5.52752,228,63
2089,-0.269861,S4283,S4284,5.52826,-0.268384,5.52954,224,68
2090,-0.273741,S4284,T4259,5.52954,-0.269861,5.5276,496,120
2091,-0.273741,S4284,T4259,5.52954,-0.269861,5.5276,496,120
2092,-0.273741,S4284,T4259,5.52954,-0.269861,5.5276,496,120
2093,-0.23128,S4292,S3884,5.54826,-0.231169,5.55813,2775,586
2094,-0.215881,S4296,T1043,5.56751,-0.222912,5.56932,811,259
2095,-0.227661,S43,S5610,5.5851,-0.231863,5.57755,1004,235
2096,-0.22985,S43,S44,5.5851,-0.231863,5.58109,518,126
2097,-0.226258,S43,S1250,5.5851,-0.231863,5.58788,716,136
2098,-0.234068,S43,T1492,5.5851,-0.231863,5.58404,271,38
2099,-0.241969,S4300,S4301,5.5381,-0.239488,5.5352,451,96
2100,-0.246244,S4301,S4302,5.5352,-0.241969,5.53267,637,169
2101,-0.250969,S4302,S214,5.53267,-0.246244,5.53241,536,85
2102,-0.225837,S431,T251,5.62122,-0.231483,5.62079,1157,300
2103,-0.225837,S431,T251,5.62122,-0.231483,5.62079,1157,300
2104,-0.225837,S431,T251,5.62122,-0.231483,5.62079,1157,300
2105,-0.273741,S4310,T4259,5.52842,-0.26857,5.5276,687,161
2106,-0.267765,S4314,S4315,5.52901,-0.271622,5.52788,505,131
2107,-0.266436,S4315,S2288,5.52788,-0.267765,5.52727,179,64
2108,-0.239353,S4317,S4319,5.52907,-0.264223,5.54108,3572,667
2109,-0.211741,S4317,S1164,5.52907,-0.264223,5.53359,6611,996
2110,-0.240265,S4319,S4320,5.54108,-0.239353,5.55152,1172,168
2111,-0.231257,S4319,S4958,5.54108,-0.239353,5.55792,2776,489
2112,-0.239874,S4320,S4322,5.55152,-0.240265,5.55778,700,145
2113,-0.238771,S4322,S4323,5.55778,-0.239874,5.56138,419,76
2114,-0.235921,S4323,T75,5.56138,-0.238771,5.56507,581,162
2115,-0.250942,S4329,S4330,5.53216,-0.248303,5.53239,293,44
2116,-0.254053,S4330,S2096,5.53239,-0.250942,5.53194,361,57
2117,-0.261413,S4333,S4278,5.53193,-0.254102,5.53102,824,160
2118,-0.269887,S4346,S4261,5.52948,-0.27016,5.52951,38,29
2119,-0.204498,S4352,S1166,5.5401,-0.207545,5.54397,548,72
2120,-0.240716,S436,S437,5.63483,-0.240074,5.62372,18532,1332
2121,-0.241751,S436,S694,5.63483,-0.240074,5.63772,12169,1164
2122,-0.238304,S436,S5063,5.63483,-0.240074,5.64268,12997,1300
2123,-0.248283,S4360,S4361,5.53387,-0.237301,5.53223,1386,251
2124,-0.250969,S4361,S214,5.53223,-0.248283,5.53241,299,45
2125,-0.242477,S437,S438,5.62372,-0.240716,5.62239,245,33
2126,-0.234307,S4373,S4374,5.58239,-0.235185,5.57959,395,86
2127,-0.233892,S4374,S1297,5.57959,-0.234307,5.56641,2008,395
2128,-0.235117,S4378,T132,5.58024,-0.234719,5.58467,775,160
2129,-0.235191,S4378,S4397,5.58024,-0.234719,5.58244,311,79
2130,-0.242989,S438,S440,5.62239,-0.242477,5.62511,366,64
2131,-0.234544,S4382,S4383,5.58007,-0.234684,5.57881,207,46
2132,-0.23619,S4383,S4384,5.57881,-0.234544,5.57411,599,98
2133,-0.235529,S4384,S4386,5.57411,-0.23619,5.57176,291,45
2134,-0.237085,S4386,S4388,5.57176,-0.235529,5.56867,538,109
2135,-0.235921,S4388,T75,5.56867,-0.237085,5.56507,2401,540
2136,-0.235465,S4393,S4394,5.57536,-0.236369,5.57797,319,45
2137,-0.234042,S4394,S4395,5.57797,-0.235465,5.57915,205,38
2138,-0.234719,S4395,S4378,5.57915,-0.234042,5.58024,158,39
2139,-0.23633,S4397,S4398,5.58244,-0.235191,5.58406,300,62
2140,-0.235117,S4398,T132,5.58406,-0.23633,5.58467,176,36
2141,-0.229199,S44,S46,5.58109,-0.22985,5.57573,773,151
2142,-0.234068,S44,T1492,5.58109,-0.22985,5.58404,713,146
2143,-0.245805,S440,S441,5.62511,-0.242989,5.62559,389,70
2144,-0.216475,S4402,T1206,5.5626,-0.200692,5.56959,4283,757
2145,-0.182548,S4408,S4409,5.5731,-0.1923,5.56702,1344,178
2146,-0.182008,S4409,S4410,5.56702,-0.182548,5.56508,265,59
2147,-0.182008,S4409,S4410,5.56702,-0.182548,5.56508,265,59
2148,-0.246218,S441,S442,5.62559,-0.245805,5.62686,152,33
2149,-0.18225,S4410,S4411,5.56508,-0.182008,5.56324,206,43
2150,-0.184181,S4410,T1442,5.56508,-0.182008,5.55346,1437,351
2151,-0.181416,S4411,S4412,5.56324,-0.18225,5.55355,1168,329
2152,-0.184181,S4412,T1442,5.55355,-0.181416,5.55346,324,85
2153,-0.192593,S4416,S4417,5.57285,-0.191286,5.57347,161,17
2154,-0.205867,S4417,S3649,5.57347,-0.192593,5.57203,1523,174
2155,-0.250584,S442,S443,5.62686,-0.246218,5.62658,662,106
2156,-0.213778,S4421,S4422,5.57124,-0.21008,5.57045,466,122
2157,-0.235921,S4422,T75,5.57045,-0.213778,5.56507,3279,820
2158,-0.182548,S4427,S4409,5.57373,-0.197689,5.56702,1983,246
2159,-0.252223,S443,S444,5.62658,-0.250584,5.62729,214,47
2160,-0.180698,S4437,S4438,5.56612,-0.181032,5.56805,241,49
2161,-0.1774,S4438,S1568,5.56805,-0.180698,5.60639,4810,613
2162,-0.261461,S444,S445,5.62729,-0.252223,5.62814,1160,264
2163,-0.177888,S4446,S4447,5.65666,-0.179631,5.66279,710,59
2164,-0.176689,S4447,S278,5.66279,-0.177888,5.66794,598,69
2165,-0.265197,S445,S446,5.62814,-0.261461,5.63097,640,173
2166,-0.267035,S446,S447,5.63097,-0.265197,5.63095,204,32
2167,-0.181058,S4463,S4465,5.59813,-0.179567,5.59108,801,79
2168,-0.179574,S4465,S4466,5.59108,-0.181058,5.5885,537,119
2169,-0.176261,S4466,S4467,5.5885,-0.179574,5.58483,741,115
2170,-0.175422,S4467,S4468,5.58483,-0.176261,5.57992,634,76
2171,-0.180035,S4468,S4469,5.57992,-0.175422,5.57184,1087,129
2172,-0.180859,S4469,S4470,5.57184,-0.180035,5.56804,432,55
2173,-0.268825,S447,T448,5.63095,-0.267035,5.63116,253,43
2174,-0.18116,S4470,S1188,5.56804,-0.180859,5.56585,264,73
2175,-0.184181,S4478,T1442,5.55495,-0.183343,5.55346,220,40
2176,-0.205427,S4482,S4483,5.56253,-0.201466,5.55935,573,81
2177,-0.210928,S4483,S206,5.55935,-0.205427,5.55201,2135,447
2178,-0.207681,S4488,S4489,5.56654,-0.211819,5.59015,3747,596
2179,-0.207453,S4489,S2199,5.59015,-0.207681,5.58951,104,42
2180,-0.230442,S4499,S4501,5.53568,-0.229003,5.53537,163,26
2181,-0.238041,S4501,S927,5.53537,-0.230442,5.53367,862,151
2182,-0.232887,S4501,S4769,5.53537,-0.230442,5.53482,277,40
2183,-0.235723,S4506,S1000,5.53454,-0.242366,5.53417,756,129
2184,-0.239831,S4506,S2600,5.53454,-0.242366,5.5379,495,129
2185,-0.257408,S451,S453,5.62809,-0.261642,5.62709,481,113
2186,-0.247032,S451,T0,5.62809,-0.261642,5.6074,9018,1507
2187,-0.262662,S451,S5779,5.62809,-0.261642,5.62116,889,183
2188,-0.213043,S4511,S4512,5.53792,-0.218006,5.53895,567,148
2189,-0.209251,S4512,T1146,5.53895,-0.213043,5.54146,922,222
2190,-0.209948,S4512,T4557,5.53895,-0.213043,5.54016,424,108
2191,-0.258246,S4516,S2371,5.55853,-0.256477,5.5669,1531,226
2192,-0.170582,S4525,S4526,5.54758,-0.198998,5.55489,3287,406
2193,-0.169099,S4526,S4527,5.55489,-0.170582,5.55544,175,13
2194,-0.157934,S4527,T4528,5.55544,-0.169099,5.55989,1405,211
2195,-0.249401,S453,S455,5.62709,-0.257408,5.62749,1076,196
2196,-0.207564,S4531,T3099,5.54638,-0.202178,5.54566,742,214
2197,-0.0792741,S4536,T768,5.59894,-0.113254,5.60217,5057,874
2198,-0.09788,S4540,S4541,5.59112,-0.093712,5.58851,545,117
2199,-0.10285,S4541,S4543,5.58851,-0.09788,5.5848,689,170
2200,-0.181868,S4543,S4544,5.5848,-0.10285,5.55083,9862,961
2201,-0.206495,S4544,S4545,5.55083,-0.181868,5.54432,2962,492
2202,-0.207564,S4545,T3099,5.54432,-0.206495,5.54566,325,89
2203,-0.207564,S4545,T3099,5.54432,-0.206495,5.54566,325,89
2204,-0.247426,S455,S456,5.62749,-0.249401,5.62859,264,40
2205,-0.189568,S4552,S4553,5.55335,-0.184592,5.54974,793,207
2206,-0.20442,S4553,S4554,5.54974,-0.189568,5.5442,1828,264
2207,-0.206495,S4554,S4545,5.5442,-0.20442,5.54432,412,103
2208,-0.201709,S4554,T244,5.5442,-0.20442,5.54863,802,230
2209,-0.201709,S4554,T244,5.5442,-0.20442,5.54863,802,230
2210,-0.201709,S4554,T244,5.5442,-0.20442,5.54863,802,230
2211,-0.201709,S4554,T244,5.5442,-0.20442,5.54863,802,230
2212,-0.235613,S4559,S4560,5.52957,-0.226672,5.52769,1011,164
2213,-0.230494,S4559,S4797,5.52957,-0.226672,5.52879,432,71
2214,-0.245709,S456,S457,5.62859,-0.247426,5.62502,467,88
2215,-0.237062,S4560,S4561,5.52769,-0.235613,5.52746,162,24
2216,-0.239151,S4561,S4562,5.52746,-0.237062,5.5272,234,31
2217,-0.241806,S4562,S4564,5.5272,-0.239151,5.52698,295,42
2218,-0.241806,S4562,S4564,5.5272,-0.239151,5.52698,295,42
2219,-0.247164,S4564,S4565,5.52698,-0.241806,5.52667,612,103
2220,-0.243834,S4564,S890,5.52698,-0.241806,5.52687,244,38
2221,-0.243834,S4564,S890,5.52698,-0.241806,5.52687,244,38
2222,-0.247001,S4565,T4566,5.52667,-0.247164,5.52898,311,57
2223,-0.236279,S4569,S1320,5.52702,-0.241896,5.52758,626,94
2224,-0.242315,S457,S458,5.62502,-0.245709,5.62232,701,128
2225,-0.211805,S4572,S4573,5.53001,-0.224566,5.53358,1484,125
2226,-0.209948,S4573,T4557,5.53358,-0.211805,5.54016,935,196
2227,-0.208804,S4573,S4786,5.53358,-0.211805,5.53853,665,81
2228,-0.210029,S4573,S4816,5.53358,-0.211805,5.53743,474,59
2229,-0.224266,S4577,S4578,5.53203,-0.217135,5.53005,820,67
2230,-0.226672,S4577,S4559,5.53203,-0.217135,5.52957,1092,111
2231,-0.233285,S4578,S4579,5.53005,-0.224266,5.52776,1030,167
2232,-0.235686,S4579,S4580,5.52776,-0.233285,5.52775,272,43
2233,-0.231483,S458,S431,5.62232,-0.242315,5.62122,1645,301
2234,-0.241721,S4580,S4581,5.52775,-0.235686,5.52699,679,115
2235,-0.239151,S4580,S4562,5.52775,-0.235686,5.5272,394,75
2236,-0.245948,S4581,S4582,5.52699,-0.241721,5.52663,470,74
2237,-0.250591,S4582,T893,5.52663,-0.245948,5.52619,516,90
2238,-0.209948,S4589,T4557,5.53002,-0.224221,5.54016,2381,318
2239,-0.246571,S4596,T4598,5.54811,-0.240268,5.54674,861,164
2240,-0.230747,S46,S47,5.57573,-0.229199,5.57423,251,65
2241,-0.209948,S4601,T4557,5.54576,-0.240267,5.54016,4463,619
2242,-0.261997,S4625,S4626,5.52556,-0.258865,5.52226,867,247
2243,-0.263751,S4626,S4627,5.52226,-0.261997,5.52137,249,57
2244,-0.264425,S4626,S2289,5.52226,-0.261997,5.52897,913,295
2245,-0.265103,S4627,S4628,5.52137,-0.263751,5.52112,152,30
2246,-0.261997,S4628,S4626,5.52112,-0.265103,5.52226,401,87
2247,-0.215389,S4635,S981,5.53686,-0.223365,5.54106,1293,270
2248,-0.216699,S4635,S1313,5.53686,-0.223365,5.5448,1759,360
2249,-0.220246,S4638,S4639,5.54776,-0.217777,5.55026,399,95
2250,-0.219885,S4638,T54,5.54776,-0.217777,5.5516,658,155
2251,-0.219885,S4639,T54,5.55026,-0.220246,5.5516,293,86
2252,-0.254772,S4643,S4644,5.53033,-0.253793,5.52778,405,97
2253,-0.25465,S4644,S4645,5.52778,-0.254772,5.52688,101,20
2254,-0.254564,S4645,S4646,5.52688,-0.25465,5.52578,123,29
2255,-0.256774,S4646,T4623,5.52578,-0.254564,5.52523,252,68
2256,-0.21801,S465,S5283,5.59884,-0.224234,5.58807,1391,144
2257,-0.216939,S465,S466,5.59884,-0.224234,5.59127,1980,253
2258,-0.238944,S465,S1530,5.59884,-0.224234,5.6006,2208,466
2259,-0.247032,S465,T0,5.59884,-0.224234,5.6074,5697,1193
2260,-0.239364,S4658,S2468,5.53865,-0.238875,5.54131,303,54
2261,-0.216901,S466,S467,5.59127,-0.216939,5.59597,526,112
2262,-0.216836,S466,S1643,5.59127,-0.216939,5.5953,451,93
2263,-0.219888,S466,T3711,5.59127,-0.216939,5.59283,483,96
2264,-0.244937,S4661,S4662,5.54322,-0.241526,5.54289,385,108
2265,-0.246678,S4662,S4663,5.54289,-0.244937,5.54278,208,68
2266,-0.248565,S4663,S4664,5.54278,-0.246678,5.54285,229,59
2267,-0.248567,S4663,S4686,5.54278,-0.246678,5.54288,231,60
2268,-0.24897,S4664,S4665,5.54285,-0.248565,5.54419,193,40
2269,-0.249007,S4665,S4666,5.54419,-0.24897,5.54523,112,22
2270,-0.250312,S4665,S4689,5.54419,-0.24897,5.54527,269,59
2271,-0.252092,S4666,T2431,5.54523,-0.249007,5.54518,352,77
2272,-0.216915,S467,S468,5.59597,-0.216901,5.59869,324,72
2273,-0.249017,S4670,S4671,5.54526,-0.249433,5.54516,65,14
2274,-0.244713,S4671,S4672,5.54516,-0.249017,5.54295,748,189
2275,-0.240124,S4672,S4673,5.54295,-0.244713,5.54332,511,126
2276,-0.239128,S4673,S4674,5.54332,-0.240124,5.53998,413,75
2277,-0.237663,S4674,S4675,5.53998,-0.239128,5.53428,654,98
2278,-0.226771,S4675,S914,5.53428,-0.237663,5.53613,1292,219
2279,-0.235497,S4675,S4771,5.53428,-0.237663,5.53422,302,66
2280,-0.209171,S468,T470,5.59869,-0.216915,5.59591,952,177
2281,-0.212234,S468,S1051,5.59869,-0.216915,5.5984,514,89
2282,-0.216783,S468,S3708,5.59869,-0.216915,5.59482,453,100
2283,-0.243278,S4683,S4684,5.54321,-0.241543,5.54307,193,47
2284,-0.246678,S4684,S4663,5.54307,-0.243278,5.54278,378,83
2285,-0.24897,S4686,S4665,5.54288,-0.248567,5.54419,191,39
2286,-0.252092,S4689,T2431,5.54527,-0.250312,5.54518,219,51
2287,-0.245801,S4694,S4696,5.55453,-0.24741,5.55884,548,110
2288,-0.235831,S4696,S1110,5.55884,-0.245801,5.55636,1136,231
2289,-0.226142,S4699,S2136,5.55586,-0.233351,5.5554,1272,238
2290,-0.230981,S47,S5613,5.57423,-0.230747,5.57213,309,68
